review,rating,timestamp,author,language,movie_id,title,media_type
"Deadpool and Wolverine is a movie that I truly believe the Marvel Cinematic Universe (MCU) has needed for a while. After years of lackluster installments, this film is a breath of fresh air. Ryan Reynolds, Hugh Jackman, and director Shawn Levy approached this project with care and a deep understanding of what fans want. The film feels like it was crafted by fans for fans, particularly those who have been frustrated by the recent phases of the MCU.

Reynolds and Levy brought on a team of writers with a strong background in comedy and storytelling. This decision pays off, as the film’s humor and narrative are both sharp and engaging. For example, the meta vibe of Deadpool, familiar from the previous two films, is ramped up significantly. The movie spares no one, making jokes about everything from Hugh Jackman’s recent divorce to Ryan Reynolds' career. However, it’s the MCU that receives the most pointed and critical jokes, which will resonate with long-time fans.

The chemistry between Reynolds and Jackman is electric, bringing new life to both characters. Their dynamic is both hilarious and heartfelt, making for a compelling narrative. For instance, scenes where Deadpool and Wolverine banter while taking down enemies are filled with wit and energy, showcasing their unique bond. This camaraderie extends to the film’s supporting cast, with well-timed cameos and clever nods to previous Marvel movies.

The film's self-awareness and willingness to poke fun at its own franchise are refreshing. This level of meta-commentary sets the film apart from typical superhero fare.

Despite its comedic approach, the film doesn’t skimp on emotional depth. The storyline is carried by genuine heart, particularly in how it addresses themes of redemption and friendship. The climax is especially impactful, ranking among the greats in the franchise.

This isn't just a good sequel; it's a game-changer for the MCU. The film successfully integrates Deadpool into the broader Marvel Cinematic Universe while maintaining his unique tone and style. It sets the stage for future installments, promising exciting developments ahead. The way the film navigates these transitions feels seamless, ensuring that Deadpool’s irreverent humor doesn’t clash with the MCU’s established tone.

Overall, Deadpool and Wolverine is a standout entry in the MCU, offering a perfect blend of humor, action, and heart. Ryan Reynolds and Hugh Jackman deliver top-notch performances, supported by a smart script and deft direction from Shawn Levy. This film not only redeems past missteps in the franchise but also paves the way for a promising future. It’s a must-watch for any Marvel fan, filled with laughter, thrills, and touching moments that elevate it above many of its predecessors.",6,2024-07-30T16:14:59.429Z,TheSceneSnobs,unknown,533535,Deadpool & Wolverine,movie
"It feels a bit rushed... but then it was rushed.  It feels a bit neutered, but it's now Disney and they did muzzle it.

The thing is though... it's not woke, which is why you have articles criticizing it for ""Not Being Gay Enough"" and in 2024, that very literally translates to: ""They focused on a story and characters rather than a political agenda and we're mad about it."" Which, in turn, translates to ""Actually entertaining.""

It's amazing how articles complaining about a movie not being Gay enough can guarantee you that the movie is going to be good.

Only.... it's meh.  I mean, when you compare it to most of the movies this year it's pretty epic.  When you compare it to most of the post 2016 movies this is one of the greatest things ever made... but when you compare it to the other Deadpool movies it's rushed.

But... who cares, it literally doesn't have a point other than entertaining you, and that is really all that matters and all that I ask for.

Is it a cash grab? Yes, and I will GLADLY give them my money for another movie that just wants to entertain.  And if they make another movie that wants to entertain and not push an agenda, I will gladly give them MORE of my money... because at the end of the day, entertainment has been in a decade long drought brought to you by political lecturing and nerd domains have been intentionally attacking fans rather than making movies, like this, that make fans want to give them their money.

So when a movie like this comes along, it is a wonderful thing.",6,2024-08-01T01:21:06.505Z,GenerationofSwine,unknown,533535,Deadpool & Wolverine,movie
"Satisfying and 100% fan-service. Hugh Jackman still is awesome as Wolverine and gives it his all, along with Ryan Reynolds, both showing passion for the characters. That said, much like Deadpool 2, I'm not sure if I have much desire to revisit anytime soon. **3.5/5**",7,2024-08-05T21:20:26.799Z,JPV852,unknown,533535,Deadpool & Wolverine,movie
"I just watched Deadpool & Wolverine, and wow, it was an absolute blast! Ryan Reynolds and Hugh Jackman have incredible chemistry that makes the whole movie work. Deadpool's irreverent humor and Wolverine's gruff seriousness balance each other perfectly. The film is packed with hilarious jokes, epic action sequences, and so many Easter eggs that comic book fans will be thrilled.

The opening sequence had me hooked right away, with a mix of intense fighting and Deadpool's signature humor. The constant fourth-wall breaks were spot-on and kept the laughs coming. It's a fantastic tribute to both characters and their histories, with plenty of nods to past films and comics.

If you're a fan of either character, this movie is a must-see. It's not just a fun ride; it's a love letter to the fans. The pacing is perfect, and the two hours flew by. Whether you're a casual viewer or a hardcore fan, Deadpool & Wolverine delivers on all fronts. Don't miss it!",6,2024-08-05T21:32:01.314Z,Pringo,unknown,533535,Deadpool & Wolverine,movie
"For devout Marvel fans only.

Here is a test for franchise films: Remove the IP and characters to see if the story, character development, etc. stands on its own without using the IP as a crutch.
If you remove the IP in this case, you have absolutely nothing.

If you've seen a lot of previous Marvel films in this universe, you will be treated with an abundance of fan service. Admittedly, I have not watched a lot of these films. I have, however, watched the first two Deadpool entries. I enjoyed them at the time, especially the first one.

In this third entry, you will find a lot of cameos which are absolutely pointless, except for people to chug memberberries, as they do absolutely nothing with these characters. It doesn't even properly show the backstory of Wolverine.
This film is an almost non-stop barrage of bickering and snarky jokes, but it's never given any time at all to breathe. The few moments where it actually tries to convey emotion, it never truly lands, as all it wants to do is tell jokes. Did I laugh here and there? Sure. But I can count it on one hand.

The villain and plot quite forgettable, and you never truly feel that something's at stake, as the threat is mainly conveyed as a progress bar on a screen...

Even though some people might marvel at Deadpool taking potshots at the MCU, Disney knows exactly what they're doing, and they will be laughing all the way to the bank. Corporate brand maintenance is all it is.",6,2024-08-07T07:01:33.227Z,DonGable,unknown,533535,Deadpool & Wolverine,movie
the definition of fun,6,2024-08-09T16:46:35.153Z,aGoryLouie,unknown,533535,Deadpool & Wolverine,movie
"I went to see Deadpool & Wolverine last evening and boy did it feel refreshing to see Ryan Reynolds making all of these funny jokes on screen as Deadpool. There were a lot of mentions of Marvel, jokes about production companies & about production crew/cast (extras, etc). As someone who's passionate about this industry and is very active in the business, this film is a big success in my opinion. I loved that we got to see Jon Favreau as Happy Hogan in the intro of the film, just sad we didn't get a little Tony Stark (RDJ) appearance, but hey, it's not his movie after all (RIP Iron Man).",6,2024-08-25T18:39:10.750Z,davidrobitaille,unknown,533535,Deadpool & Wolverine,movie
"Finally, the moment I have been eagerly waiting for has arrived - the new film featuring Deadpool and Wolverine! I am thrilled to share my thoughts on this without revealing any spoilers, so brace yourself for a fairly tame review to keep the surprise intact for everyone.

Marvel is back in its element with this movie, as it takes a playful jab at itself. Deadpool boldly declares that the Multiverse is a mess and proposes putting an end to it - a refreshing take on the superhero genre.

The dance sequence is a hilarious throwback to the 90s, adding a touch of nostalgia and charm to the film. And yes, there is plenty of colorful language, including an abundance of the infamous F word - but then again, what else would you expect from Deadpool?

Prepare to be amazed by some incredible cameos that will leave you jumping out of your seat with excitement, especially if you have a soft spot for certain characters from the past. This movie is an absolute thrill ride that pays homage to the Fox universe and its beloved characters.

Without giving too much away, there is a surprising appearance by a fan-favorite character who never made it to the superhero league, and the moment is truly jaw-dropping. The storyline may seem chaotic, but that's all part of the Deadpool charm.

While the villain could have been utilized more effectively given their power, the relationship between Deadpool and Wolverine is beautifully portrayed. The film does a commendable job of explaining the backstory and the humor is on point, with Deadpool's witty jabs and references adding to the entertainment.

If you're a fan of Deadpool and his legacy, this movie is a must-watch that will blow your mind. Just be warned, there is a fair amount of profanity, so consider this if you're planning to bring along younger viewers. 

Overall, this movie was a blast and one of the most enjoyable Marvel experiences in recent memory. From the creative storytelling to the hilarious antics, it's a wild ride that you won't want to miss. And don't forget to stick around for the mid-credits and end-credits scenes for an extra dose of fun and closure to the film. Enjoy the laugh-filled ride!",6,2024-09-01T21:25:38.788Z,tmdb51616167,unknown,533535,Deadpool & Wolverine,movie
"Not funny as Deadpool 1 & 2, I was expecting something smashing due to the reviews I have read and people hype in social media. The fight scenes saved the movie.",5,2024-09-05T21:55:58.133Z,albuainain,unknown,533535,Deadpool & Wolverine,movie
"I personally enjoyed it. It was a fresh splash of the recent flops of Marvel movies. The plot was a little disorganized, but overall great film. The nostalgia and love letter to Fox/pre MCU films was a nice touch.",7,2024-09-09T15:27:56.205Z,immortal101,unknown,533535,Deadpool & Wolverine,movie
"If you enjoyed any films from the early 2000's Fox Marvel Universe, you'll appreciate this film especially. Lots of call backs, and cameo's mixed with modern day references, and even some references to the actor's/actresses real lives. The dialogue is heavy with all of it, and it comes rapid fire, so listen close.
There's also a sh*t load of profanity and bloody violence, so be aware of that as well. As long as you're not too squeamish, it should be a great flick.",5,2024-09-17T17:55:09.092Z,rvsxwgn64,unknown,533535,Deadpool & Wolverine,movie
"""Dantès"" (Pierre Niney) is to be promoted to captain a ship for the wealthy ""Morrel"" (Bruno Raffaelli) after he disobeyed orders at sea and dived in to rescue a woman from drowning. This action immediately earns him the enmity of the now fired captain ""Danglars"" (Patrick Mille) and then just as his joy is to be complete with his marriage to ""Mercedes"" (Anaïs Demoustier) the soldiers arrive and he's implicated in a Napoleonic plot! The prosecutor, ""de Villefort"" (Laurent Lafitte) appears sympathetic and accepts his pleas of innocence, but when his close friend ""Morcef"" (Bastien Bouillon) is called upon to vouch for ""Dantès"" his own envious agenda takes hold and next, our naive young seaman is heading to the solitude of the Chateau D'If from which prisoners never escape. As the years of relentless frustration and boredom go by, his only conversation is a regular call from his jailers to see if he's still alive. Then a miracle occurs. Another prisoner has been tunnelling for years and inadvertently breaks through to his cell. It's this man - the Abbé Faria (Pierfrancesco Favino) - who gives him more than a little education as they try to dig their way to the sea wall. It's not to be for both, though, but armed with a knowledge that could change his life for ever, he manages to trick the guards and make it to land. It's now that the story of revenge hots up as we jump forward a few years and are introduced to the eponymous Count. He travels in style, has great wealth and style and is determined to avenge himself on the three men who framed him. As with himself, these men have gone on to great things with his denouncing friend now married to his love, ""Danglars"" owning a great trading fleet and the prosecutor now a powerful state official. ""Dantès"" has used his time well, assembling some allies whose roles in this unfolding drama are gradually revealed to us as politics, greed and jealousy stride to the fore of this classically designed production. The lavish costumes, stately homes and opulence of their lives contrasts well with the poverty and ruin faced by those collaterally damaged by the ambitions of men who cared but for themselves, and for whom our dashing and calculation gazillionaire is gunning. Nimey (who occasionally looked a bit like Kevin Kline here?) delivers that wronged and now Machiavellian characterisation especially well. There are also strong efforts from the younger characters ""Albert"" (Vassili Schneider); ""André"" (Julien De Saint Jean) and ""Haydée"" (Anamaria Vartolomei). It's essentially a thoroughly potent story of revenge, but it's as much about just how that can become a toxic influence that can eat into a man's soul and the challenge for ""Dantès"" and those around him whom he loves - however unwillingly on the surface - is not to become an obsessed demon every bit as ghastly as those he wishes to punish. It's this slow, dripping, evolution that the film delivers enthrallingly as we see this troubled man tread an increasingly conflicted line between love and hate. Revenge is said to be a dish best served cold, but like most things served cold - it doesn't keep for long.",6,2024-09-03T07:12:07.072Z,CinemaSerf,unknown,1084736,The Count of Monte-Cristo,movie
"When audiences last saw Eddie Brock (Tom Hardy); the journalist and his parasitic symbiote Venom; had just saved the day and cemented their unusual bond with one another.

In the new film “Venom: Let There Be Carnage”; Eddie and Venom are at the end of their Honeymoon phase as Venom is lingering to be free to eat bad people and do what is natural for him. Eddie meanwhile wants a more conservative approach feeding Venom chicken and chocolate as he knows the eyes of the authorities are still upon him and he has to convince the world that Venom is dead and no longer a threat.

At the same time; serial killer Cletus Kasady (Woody Harrelson) has selected Eddie to interview him in San Quentin and the two form an unusual connection as Cletus cryptically speaks to Eddie which underlines a deeper motivation.

With the help of Venom; Eddie is able to decipher clues found on the walls of Cletus’s cell which leads authorities to several of his victims. This results in a rapid rise in status for Eddie and fast tracks Cletus for execution as his main means of leverage is now gone.

This leads to a rift where Eddie and Venom split and each has to struggle to adjust to life without one another.

At this point, the film has mainly been odd bits of whimsy between Venom and Eddie around the establishment of the plot and threat. However, things go into chaos mode when Cletus becomes infected with a Symbiote and turns into a destruction spewing death machine known as “Carnage”.

Cletus and Carnage both have their own agendas and Cletus uses Carnage to exact his revenge as well as locate a figure from his past that is as big a danger as he is.

As any fan of films of this genre knows; this scenario leads to a showdown between the central characters which are awash in abundant CGI, loud noises, and destruction. While this is not a bad thing and certainly one of the main reasons I enjoy films of this type; the film never seemed to fully click for me and as such was not as good as I thought it could have been.

In many ways, the film reminded me of how comic-based films were done before Marvel started their own studios and their phenomenal run of hits based on their work.

There have been multiple attempts to adapt comics into films over the last few decades and many of them have not lived up to expectations or failed outright. One of the biggest reasons is in my opinion is that those behind the projects were hindered by the studio, wanted to put their own spin on the material and strayed from the source; or failed to show the attributes that made the characters so appealing to fans.

What we often get is action sequences and CGI galore but without stories or characters that fully draw in the audience and fail to capture the essence of the comics.

Director Andy Serkis has done a great job with the visuals of the film but the tone seems off. The early part of the film is filled with comedic moments that are either hit or miss. Some of which was almost to the point where I wondered if it was supposed to be a parody.

The plot is fairly linear with nothing unexpected as it is simply bad guys get loose; bad guys cause death and destruction, can the heroes stop them. The climactic scene lacks any “wow” moments for me as it was mainly CGI characters rapidly moving around causing damage to one another and their environment. There was no real tension for me and the ultimate resolution seemed a bit anti-climactic.

For me the best moment of the film was a mid-credits scene that really popped as it sets up all sorts of interesting options and indicates that Venom may be about to graduate to bigger and better things.

For now; the cast is solid as is the CGI; I just wish the story was more engaging as it had the potential to be so much more.

3 stars out of 5",6,2021-09-30T13:48:10.279Z,garethmb,unknown,580489,Venom: Let There Be Carnage,movie
"Let There be Carnage!

It is a not bad movie to watch.  The story regarding the birth of Carnage is different than the comic but works in the time they used to show this story.  The movie does not give a ton of back story on the dual villains in the story but they show the love they have for one another.  

The movie is short and very fast pace.  It also has plenty of comedy between the hosts and the symbiotes.  

Overall the movie sets up for a Venom 3 and an inclusion of Venom into the MCU.  If the relationship between Sony & Marvel can continue to be good fans of the franchise will have a bright future ahead.",6,2021-10-16T00:40:23.907Z,Cal,unknown,580489,Venom: Let There Be Carnage,movie
"**Yes . . . This Is A Big Fun Film, Period. But Given Cletus's BARBARIC Convenience Store Murder~
{ A L O N E❗} How Is It Rated ""PG13"" Or Below 😲 . . . IN -{ THESE }- MANY DARN COUNTRIES❓**

A **-{ _B I G_ }-** Screen **MINI** Review ; Film Seen By Me -{ Twice }- ; First On Oct.20, And Then Nov. 04, '21.

______________________________________________________ 

Venom : ""Time to die!!!"" ( said by him as he and Eddie verge on a full on ""War-charge"" of the -genuinely- ""Terrifying"" looking Carnage ).

Eddie : "" That’s the spirit ! ! ""

Venom : ""I mean us. **-{ W E }-** are going to die!!!"". 

______________________________________________________ 

**A "" UPSIDES-1ST, If You Please { I write "" Exclusively Constructive ✅ "" Reviews ; Here're Some Of The Movie's Plus-Points, Right Up Front } "" :** 1 : There's a LOT of -Very- entertaining humour right the way through ""Venom: Let There Be Carnage"" ( to be referred to henceforth as 'V2' ) . . . . from 'Eddie Brock' ( Tom Hardy )'s ""Odd Couple"" style interactions with 'Venom' ( also played by -Him- , of course ) . . . . to some often tender, and occasionally even genuinely -Moving- banter, within the undeniably funny **""Love-quadrangle""** of Eddie and Venom , along with 'Anne Weying' and 'Dr. Dan Lewis' ( Michelle Wiilliams and Reid Scott, respectively ). 2 : Tom Hardy succeeds **-Phenomenally-** , in delivering his ""super-symbiotic"" performance ; with an -{ ABSOLUTE }- degree of credibility. How I wish more people would only appreciate how **( -Incredibly- )** difficult it is to emote for two -very- different entities, -near- simultaneously, that exist within just -{ ONE SINGLE }- body. 3 : Venom's ""Mardi-Gras Themed Nightclub Scene"". Simply stated, it's just absofreakinglutely -{ H I 💥 😂 - larious }. What's more, if you're a -passionate- progressive ( in real life ), like me, then you are almost -certain- to completely -{ Adore }- the 'horrible yet affable' Antihero's -equally- passionate appeal to stop ""Cruelty Against **ALIENS**"" . . . just a 'Glorious', ( albeit somewhat implicit ) message about the need to be -'Kinder'- to immigrants, documented or otherwise, delivered just -as- 'Gloriously' . . . ( Need I really say more ? ). 

**B "" ( _PLEASE_ ) , Let There Be Common Sense ! "" :** 1 : There are some -{ Extreme }- abuse & violence related thematic elements in a film that is rated 'PG-13' ( Or Below ! ) in at least -Fifteen- countries, & that's -just- on IMDb's -very limited- ""Certications"" list, -{ ALONE ! }- . 2 : In a nutshell : the ( entirety ) of the -Story- , per se , feels a little too **-{ "" SIMPLISTIC 🤷‍♂️ "" }-** ; not to mention the picture's almost -{ ""Confoundingly"" }- short, & somewhat ""Disappointing"", frankly, runtime of 97 minutes ; for what is essentially a -{ MARVEL }- cinematic offering. So here is perhaps -{ The }- most significant reason for -Why- that was the case, in my best estimation. Tom Hardy and Kelly Marcel, V2's storywriters . . . . -{ collectively }- lacked the requisite experience to rise to the indubitably -gargantuan- task of ( -Adequately- ) enthralling a whole -Planet- ; one that has now become -Altogether- used to watching 'PHENOMENALLY' entertaining Marvel fare, and there's really no other way to say it. Tom, ( whom I 'Admire To Death' as a -performer- , I definitely ought to point out here ), had only two✌ **-STORY-** writing credits to his name prior to V2 , with Kelly logging just three👌 . . . { counting 'Individual' TV Series, but -Not- counting 'Shorts' ( short films ), of course }. 3 : A "" MASSIVE "" Missed Opportunity : It is -indeed- not all that often that we see a quintessential 'Popcorn-blockbuster' flick make a -significant- effort to -Humanize- the villain by way of their -{ Early Childhood Experiences }- , no matter -how- evil they nay be shown as being. For V2 to first -very- SUCCESSFULLY achieve this with the ""Supremely"" prolific actor Woody Harrelson's 'Carnage' ...( finalé )... only to have said moment -Utterly- invalidated just a few cinematic beats later ( -you'll know when you see it- ) was quite the let down, 'Alas' 😔

**C "" FINAL SUMMARY "" :** I have absolutely -{ N O }- doubt in my mind that had V2 been roughly 'a good 23 minutes' longer ( -At Least- , in order to make for a more ""Marvel-like"" runtime of Two-full-hours ) ; that I would have given it a mimimum score of '8 out of 10', without a moment's thought. -That- , in addition of course, to my ""Titular-gripe"" . . . ( me being the -Doting- parent that I like to think I am ), brings me to the conclusion that this -nonetheless- **{ Undeniably }** Fun, Exciting, ""Idiosyncratic Delight"" of a Movie is -Still- most definitely worthy of -{ 7.50 'Rock-Solid' Marks Out Of 10 }- **. . . . NOTWITHSTANDING 🔥**",5,2021-11-10T04:55:35.832Z,RADIO1'S MR. MOVIE!-MAD AMI 🌠,unknown,580489,Venom: Let There Be Carnage,movie
"I liked it very much, so I add my top ten to the already existing positive reviews. The film is great in its genre. After the first viewing, it seemed to me that the second film would be stronger than the first. Duo Hardy-Harrelson = aerobatics. In the end, from the abundance of excellent jokes, my facial muscles ached (by the way, special thanks to the translators for the texts). I'm waiting for the continuation, it's very interesting to know what other capabilities Venom will demonstrate.",7,2021-11-17T08:28:40.190Z,Henry,unknown,580489,Venom: Let There Be Carnage,movie
"_Venom: Let There Be Carnage_ never tries to be anything other than a dumb superhero film, but if you hated the first film, the sequel won’t make you feel any differently about Marvel’s lethal protector.

Hardy, in dual roles, is what makes these films worthwhile in the slightest, as his intricately comical self-chemistry is insane. The film also boasts what feels like an accelerated pace that moves the story from action sequence to action sequence before coming to an end rather quickly, leaving _Venom: Let There Be Carnage_ to stand as one of those a special kind of stupid blockbuster endeavors that, every so often, strikes idiotic gold.

The sequel is a definite improvement over the first film in the sense that it totally embraces its stupidity resulting in a comic book film that feels light, silly, and amusingly psychotic all at the same time.

**Full review:** https://boundingintocomics.com/2021/10/05/venom-let-there-be-carnage-review-idiotic-gold/",5,2021-12-14T22:03:45.696Z,Chris Sawin,unknown,580489,Venom: Let There Be Carnage,movie
"Passably entertaining sequel that is better than the original though I found that one utterly bland. This one still has the issue of me checking out once you have a CGI character fighting another CGI character. However, the interaction between Brock and Venom was great and the effects work wasn't bad, though most of the time scenes were dimly lit. **3.25/5**",6,2021-12-29T20:13:44.313Z,JPV852,unknown,580489,Venom: Let There Be Carnage,movie
"I'm gonna give this Venom movie a not so great rating.  I still love the character.  Venom is the quintissential anti-hero.  Once a bad guy (though not in this universe apparently) he now tries to do the right thing while keeping within acceptable norms to exist among humans.  
This movie was a good attempt but, it came across as contrived and a bit cookie cutter as far as the bad guys, Woody Harrelson and Naomi Harris, were portrayed.  Psychoes enjoying newfound freedom after a fail death sentence, and lifelong incarceration is soooooo....bland.  In short, ""It's been done (before).""  

The story from there is hit 'n miss with comedy, plot, and tension.  The movie pretty much happens in that manner as well.  It jumps as if each of the scenes are little movies banded together with no smooth transitions : Hardy really needs to workout or pass the character to someone else; his age is showing.  Harrelson and Harris' characters really didn't mesh, the half deaf cop never really fit into the story, we didn't hear enough from Carnage, and Venom's night out didn't actually go anywhere.  

The vibe of the movie felt clunky.

I'll always like Venom.  But this was not particularly thrilling.  There is mixed opinion on which of the two movies is better.  I'll have to fall into the camp of those who liked the first Venom movie.  The second, more than not, simply let me down.  So, I will wait and see if another company can do better with the character than its predecessors.  3/5 stars.",5,2022-02-16T12:04:17.772Z,DallasBob,unknown,580489,Venom: Let There Be Carnage,movie
"I didn't get as much entertainment from this as I did with its predecessor. Still narrowly good enough, though.

<em>'Venom: Let There Be Carnage'</em> - great title, fwiw - does retain the fun performance from Tom Hardy, while the introductions of Stephen Graham, Woody Harrelson and Naomie Harris are welcomed ones in terms of the cast; even if I think their characters, particularly the latter two, are a little hit-and-miss throughout.

The action and the fact that the film only lasts for around 90 minutes mean I didn't have a negative time watching this; it is sillier this time out, which also helps. Could be a 6/10 film, but for me it inches itself into 7/10 territory.",5,2022-03-15T02:13:41.744Z,r96sk,unknown,580489,Venom: Let There Be Carnage,movie
"I was really looking forward to this. I enjoyed the first one and the trails for this sequel looked fun... What happened? It is all over the place. It starts off promisingly enough with an enjoyable set piece with ""Eddie"" (Tom Hardy) and Michelle Williams (""Anne"") - aided by some pithy one-liners from an unseen ""Venom"" but after we are introduced to ""Cletus"" (Woody Harrelson) the thing really hits the skids. The entertaining elements from the first film, the humour and - dare I say it, the symbiotic relationship/tolerance of man and amoeba are thrown under the bus for this angry CGI fest. Add to this pretty dry mix the rather pointless character of Harrelson's childhood sweetheart ""Frances"" (Naomie Harris) alias ""the Scream"" (remember the symbiotes don't like fire of sound), with her own agenda against copper ""Mulligan"" (Stephen Graham) and the whole thing just boils down to a very good looking film - but one with a plot that was almost non-existent, and that robbed the formidably sarcastic ""Venom"" of much of the charm that made the original work. Come to think on it - Hardy hardly features at all. I didn't hate it - it has a pace that passes 90 minutes effortlessly enough, but sorry, I was really disappointed.",5,2022-03-27T12:33:00.825Z,CinemaSerf,unknown,580489,Venom: Let There Be Carnage,movie
"Let me say this... It isn't a bad movie to watch at all.

Felt more like an after thought of the previous film than it's own film. It becomes messy trying to hear Venom cause he talks so fast. Carnage was bad ass... His love interest felt tacked on and cliche. Did we need Michelle Williams back? Not really. The ending... It set up a huge potential for a film I am sure fans would LOVE to see.",5,2022-07-26T08:19:10.004Z,Martha,unknown,580489,Venom: Let There Be Carnage,movie
"Spectacularly colourful with a sweet, (albeit predictable) path. Certainly not a misfire from Pixar, but also did not appeal to me personally in the way that many of their other films have.

_Final rating:★★½ - Not quite for me, but I definitely get the appeal._",6,2018-01-12T09:35:12.923Z,Gimly,unknown,354912,Coco,movie
"**Beautiful, colourful and sweet**

This film has real heart, with great messages about what family can and should do for each other.  Great voice acting, great songs without having the burden of exposition via song that you find in the more musical ventures by Disney.  I loved that you could see genuine guitar chords being played, so often in live action films the playing of musical instruments, especially guitar are poorly faked.  None of that in this animated gem.

One thing I personally loved was the depiction of Mexican culture.  Although I really enjoyed _Moana_, I thought it was a little bit too much of a pastiche of multiple Pacific cultures when it should have just picked one (Maori) and stuck with it.  _Coco_ celebrates Mexican culture, and depicts it well.  The only thing missing for me was more Mexican cuisine.

It can get a little dark in places, so maybe be careful when watching it with the little ones, but should appeal to most of the family.

9/10",6,2018-05-27T10:05:29.634Z,furious_iz,unknown,354912,Coco,movie
"I loved the movie starting from the characters, animation, colors, emotions, story everything. A good way to tell how important a family is. Happy it had a happy ending.",8,2019-04-24T11:30:58.056Z,priya_,unknown,354912,Coco,movie
"Sensational! <em>'Coco'</em> is straight into my top five of Disney animations.

The whole 105 minutes are a joy to watch, thanks to its rich and highly meaningful story alongside the wonderful animation and sharp humour. Safe to say, I was not expecting this film to smash it out the park - which it totally does. This is why I don't, personally, look up about films before watching them, I love being surprised.

Big credit also goes to the cast, who play some awesome characters. From Miguel (Anthony Gonzalez) to Héctor (Gael García Bernal) to Ernesto (Benjamin Bratt), among others, they are all very, very good.

It isn't just the characters that make this memorable, it is also the excellent plot which is told beautifully. It's filled with not just comedy but also a load of heart - there's a few nicely done twists too. The world that they create around the Day of the Dead is fantastic, while the music fits perfectly.

If you haven't already, you must watch this! It's brilliant!",7,2020-09-07T16:36:39.664Z,r96sk,unknown,354912,Coco,movie
"Budding guitarist ""Miguel"" is puzzled by his family's long-established ban on anything musical. To him it just doesn't make any sense at all especially as, generations ago, his family were at the top of that very game. Determined to get to the bottom of that mystery so he can emulate the legendary heart-throb ""Ernesto"" (a cross between Julio Iglesias and Justin Bieber), he finds that serendipity takes an hand in things. On the Day of the Dead, he manages to get himself transported to the the vibrant and surprisingly lively land of the dead where he encounters the slightly mischievous ""Hector"" who promises to guide him to his great, great grand-father, find the truth and enable him to return home to a family that will, once again, embrace music. He has to get a move on though, as he only has the hours of darkness to fulfil his quest - so the race is on. Meantime some of his other, long deceased, family are also on his trail bent on returning him home without his music. To be honest, I found the underlying tale of loyalty and family to be just a bit overly-sentimental at times, but the quality and vivacity of the animation is a class apart - huge great eyes and smiles that tell the story so much better than words ever could. The story marries the musical with the dastardly and mysterious nicely with a well written script and a quickly paced storyline that is really quite entertaining. This works better on a big screen - it really shows the animators art off to best effect and, luckily, this has plenty for the adult audience too with some engagingly quirky characters.",6,2023-09-02T06:04:11.561Z,CinemaSerf,unknown,354912,Coco,movie
"Its nice to see Nicolas Cage in a film deserving of his talents. 

Arcadian is not an exceptional horror thriller but what it does do, is done competently enough to be deserving of praise. It has a serviceable story, that reminds me a little of ""A Quiet Place"" from 2018. The core premise is not quite the same but the monster effects are similar, as is the rural setting. 

The tension is ratcheted up nicely as the story progresses. As is always the case with what is essentially a survivalist horror, we know the creatures are going to get in but what happens next is, of course, the interesting part. Along the way we get to know the key characters, including Cages father figure. His effective absence part way through film and his return near the end, is a little disappointing but given this film has a coming of age component, its understandable. 

Acting is decent throughout and you can certainly relate to the plight of Cages little ad-hoc family. The creature effects work well enough too but somehow, they are just not all that creepy or especially menacing. This tends to rob the film of a real post apocalyptic horror vibe. I think revealing exactly what they are, early on, was a mistake too that took away any reveal/jump scare potential, from the film. 

All that said, Arcadian is in most respects a worthwhile watch that you should consider adding to your horror/thriller inventory. Definitely worth a look.",6,2024-05-02T04:19:24.404Z,MovieGuys,unknown,1051896,Arcadian,movie
"OK, so I know I shouldn't have, but I did quite enjoy this. There are some seriously menacing beasties about and so every night dad (Nicolas Cage) has to lock his two sons ""Joseph"" (Jaeden Martell) and ""Thomas"" (Maxwell Jenkins) and himself into their home and hope their fortifications hold until morning. No, I didn't say it was original, but it's quite well paced as the loved-up ""Thomas"" manages to get a bit too close to these nocturnal monsters which causes his father to get injured and requires ""Joseph"" - the brains of the family (who reminded me the entire time of Dan Radcliffe) to come up with some clever ruses to keep the whole lot of them alive. Cage barely features which is no bad thing here as the two boys and girlfriend ""Charlotte"" (Sadle Soverall) make a perfectly good job of keeping the thing moving along quickly and quite entertainingly for and hour and an half. The visual effects aren't the best, but the claustrophobic settings; the regular axe-wielding; a fair bit of burrowing and a the help of a chest freezer work fine. You'll never remember it, and quite what any of it has to do with Arcadia is anyone's guess, but for light and fluffy summer cinema, it works fine.",6,2024-06-20T16:24:03.746Z,CinemaSerf,unknown,1051896,Arcadian,movie
